identifier,creatureType,Time,CanReproduce,CanGrow,CanAttack,Energy,MaxEnergy,Size,Age,Activity,herbivores,carnivores,plants,herbivores_e,carnivores_e,plants_e
6,1,28,1,0,0,3.299897,10,5.21681,4.420862,1,8,2,16,8,2,50.76075
7,0,28,0,0,0,0.7773631,5,1,2.23602,3,8,2,16,8,2,50.76075
8,0,28,0,0,0,2.088136,5,2.394273,2.132028,2,8,2,16,8,2,50.76075
9,0,28,0,0,0,0.8695784,5,1,1.314005,1,8,2,16,8,2,50.76075
11,0,28,0,0,0,0.9773962,5,1,0.2360003,1,8,2,16,8,2,50.76075
12,1,28,0,0,0,0.9916986,10,1,0.09300001,1,8,2,16,8,2,50.76075
13,0,28,0,0,0,0.9923987,5,1,0.086,1,8,2,16,8,2,50.76075
1,0,28,1,1,0,4.796751,5,5.791988,4.421862,3,8,2,16,8,2,50.92074
2,0,28,1,1,0,5.533994,5,6,4.421862,3,8,2,16,8,2,50.92074
3,0,28,0,0,0,1.35399,5,5.286688,4.421862,3,8,2,16,8,2,50.92074
6,1,28,1,0,0,3.299797,10,5.21681,4.421862,1,8,2,16,8,2,50.92074
7,0,28,0,0,0,0.777263,5,1,2.23702,3,8,2,16,8,2,50.92074
8,0,28,0,0,0,2.088036,5,2.394273,2.133028,2,8,2,16,8,2,50.92074
9,0,28,0,0,0,0.8694783,5,1,1.315005,1,8,2,16,8,2,50.92074
11,0,28,0,0,0,0.9772962,5,1,0.2370003,1,8,2,16,8,2,50.92074
12,1,28,0,0,0,0.9915986,10,1,0.09400001,1,8,2,16,8,2,50.92074
13,0,28,0,0,0,0.9922987,5,1,0.087,1,8,2,16,8,2,50.92074
1,0,28,1,1,0,4.79665,5,5.791988,4.422862,3,8,2,16,8,2,51.08073
2,0,28,1,1,0,5.533894,5,6,4.422862,3,8,2,16,8,2,51.08073
3,0,28,0,0,0,1.35389,5,5.286688,4.422862,3,8,2,16,8,2,51.08073
6,1,28,1,0,0,3.299697,10,5.21681,4.422862,1,8,2,16,8,2,51.08073
7,0,28,0,0,0,0.777163,5,1,2.23802,3,8,2,16,8,2,51.08073
8,0,28,0,0,0,2.087936,5,2.394273,2.134028,2,8,2,16,8,2,51.08073
9,0,28,0,0,0,0.8693783,5,1,1.316005,1,8,2,16,8,2,51.08073
11,0,28,0,0,0,0.9771962,5,1,0.2380003,1,8,2,16,8,2,51.08073
12,1,28,0,0,0,0.9914986,10,1,0.09500001,1,8,2,16,8,2,51.08073
13,0,28,0,0,0,0.9921987,5,1,0.088,1,8,2,16,8,2,51.08073
1,0,28,1,1,0,4.79655,5,5.791988,4.423862,3,8,2,16,8,2,51.24075
2,0,28,1,1,0,5.533793,5,6,4.423862,3,8,2,16,8,2,51.24075
3,0,28,0,0,0,1.35379,5,5.286688,4.423862,3,8,2,16,8,2,51.24075
6,1,28,1,0,0,3.299597,10,5.21681,4.423862,1,8,2,16,8,2,51.24075
7,0,28,0,0,0,0.777063,5,1,2.23902,3,8,2,16,8,2,51.24075
8,0,28,0,0,0,2.087836,5,2.394273,2.135028,2,8,2,16,8,2,51.24075
9,0,28,0,0,0,0.8692783,5,1,1.317006,1,8,2,16,8,2,51.24075
11,0,28,0,0,0,0.9770962,5,1,0.2390003,1,8,2,16,8,2,51.24075
12,1,28,0,0,0,0.9913986,10,1,0.09600002,1,8,2,16,8,2,51.24075
13,0,28,0,0,0,0.9920987,5,1,0.089,1,8,2,16,8,2,51.24075
1,0,28,1,1,0,4.79645,5,5.791988,4.424862,3,8,2,16,8,2,51.40074
2,0,28,1,1,0,5.533693,5,6,4.424862,3,8,2,16,8,2,51.40074
3,0,28,0,0,0,1.35369,5,5.286688,4.424862,3,8,2,16,8,2,51.40074
6,1,28,1,0,0,3.299497,10,5.21681,4.424862,1,8,2,16,8,2,51.40074
7,0,28,0,0,0,0.776963,5,1,2.24002,3,8,2,16,8,2,51.40074
8,0,28,0,0,0,2.087736,5,2.394273,2.136028,2,8,2,16,8,2,51.40074
9,0,28,0,0,0,0.8691783,5,1,1.318006,1,8,2,16,8,2,51.40074
11,0,28,0,0,0,0.9769962,5,1,0.2400003,1,8,2,16,8,2,51.40074
12,1,28,0,0,0,0.9912986,10,1,0.09700002,1,8,2,16,8,2,51.40074
13,0,28,0,0,0,0.9919987,5,1,0.09,1,8,2,16,8,2,51.40074
1,0,28,1,1,0,4.79635,5,5.791988,4.425862,3,8,2,16,8,2,51.56075
2,0,28,1,1,0,5.533593,5,6,4.425862,3,8,2,16,8,2,51.56075
3,0,28,0,0,0,1.35359,5,5.286688,4.425862,3,8,2,16,8,2,51.56075
6,1,28,1,0,0,3.299397,10,5.21681,4.425862,1,8,2,16,8,2,51.56075
7,0,28,0,0,0,0.776863,5,1,2.24102,3,8,2,16,8,2,51.56075
8,0,28,0,0,0,2.087636,5,2.394273,2.137028,2,8,2,16,8,2,51.56075
9,0,28,0,0,0,0.8690783,5,1,1.319006,1,8,2,16,8,2,51.56075
11,0,28,0,0,0,0.9768962,5,1,0.2410003,1,8,2,16,8,2,51.56075
12,1,28,0,0,0,0.9911985,10,1,0.09800002,1,8,2,16,8,2,51.56075
13,0,28,0,0,0,0.9918987,5,1,0.09100001,1,8,2,16,8,2,51.56075
1,0,28,1,1,0,4.79625,5,5.791988,4.426862,3,8,2,16,8,2,51.72074
2,0,28,1,1,0,5.533493,5,6,4.426862,3,8,2,16,8,2,51.72074
3,0,28,0,0,0,1.35349,5,5.286688,4.426862,3,8,2,16,8,2,51.72074
6,1,28,1,0,0,3.299297,10,5.21681,4.426862,1,8,2,16,8,2,51.72074
7,0,28,0,0,0,0.776763,5,1,2.24202,3,8,2,16,8,2,51.72074
8,0,28,0,0,0,2.087537,5,2.394273,2.138027,2,8,2,16,8,2,51.72074
9,0,28,0,0,0,0.8689783,5,1,1.320006,1,8,2,16,8,2,51.72074
11,0,28,0,0,0,0.9767962,5,1,0.2420003,1,8,2,16,8,2,51.72074
12,1,28,0,0,0,0.9910985,10,1,0.09900002,1,8,2,16,8,2,51.72074
13,0,28,0,0,0,0.9917986,5,1,0.09200001,1,8,2,16,8,2,51.72074
1,0,28,1,1,0,4.79615,5,5.791988,4.427862,3,8,2,16,8,2,51.88075
2,0,28,1,1,0,5.533393,5,6,4.427862,3,8,2,16,8,2,51.88075
3,0,28,0,0,0,1.35339,5,5.286688,4.427862,3,8,2,16,8,2,51.88075
6,1,28,1,0,0,3.299197,10,5.21681,4.427862,1,8,2,16,8,2,51.88075
7,0,28,0,0,0,0.7766629,5,1,2.24302,3,8,2,16,8,2,51.88075
8,0,28,0,0,0,2.087437,5,2.394273,2.139027,2,8,2,16,8,2,51.88075
9,0,28,0,0,0,0.8688782,5,1,1.321006,1,8,2,16,8,2,51.88075
11,0,28,0,0,0,0.9766961,5,1,0.2430003,1,8,2,16,8,2,51.88075
12,1,28,0,0,0,0.9909985,10,1,0.1,1,8,2,16,8,2,51.88075
13,0,28,0,0,0,0.9916986,5,1,0.09300001,1,8,2,16,8,2,51.88075
1,0,28,1,1,0,4.79605,5,5.791988,4.428862,3,8,2,16,8,2,52.04074
2,0,28,1,1,0,5.533293,5,6,4.428862,3,8,2,16,8,2,52.04074
3,0,28,0,0,0,1.35329,5,5.286688,4.428862,3,8,2,16,8,2,52.04074
6,1,28,1,0,0,3.299098,10,5.21681,4.428862,1,8,2,16,8,2,52.04074
7,0,28,0,0,0,0.7765629,5,1,2.24402,3,8,2,16,8,2,52.04074
8,0,28,0,0,0,2.087337,5,2.394273,2.140027,2,8,2,16,8,2,52.04074
9,0,28,0,0,0,0.8687782,5,1,1.322006,1,8,2,16,8,2,52.04074
11,0,28,0,0,0,0.9765961,5,1,0.2440003,1,8,2,16,8,2,52.04074
12,1,28,0,0,0,0.9908985,10,1,0.101,1,8,2,16,8,2,52.04074
13,0,28,0,0,0,0.9915986,5,1,0.09400001,1,8,2,16,8,2,52.04074
1,0,28,1,1,0,4.795949,5,5.791988,4.429862,3,8,2,16,8,2,52.20074
2,0,28,1,1,0,5.533193,5,6,4.429862,3,8,2,16,8,2,52.20074
3,0,28,0,0,0,1.35319,5,5.286688,4.429862,3,8,2,16,8,2,52.20074
6,1,28,1,0,0,3.298998,10,5.21681,4.429862,1,8,2,16,8,2,52.20074
7,0,28,0,0,0,0.7764629,5,1,2.24502,3,8,2,16,8,2,52.20074
8,0,28,0,0,0,2.087237,5,2.394273,2.141027,2,8,2,16,8,2,52.20074
9,0,28,0,0,0,0.8686782,5,1,1.323006,1,8,2,16,8,2,52.20074
11,0,28,0,0,0,0.9764961,5,1,0.2450003,1,8,2,16,8,2,52.20074
12,1,28,0,0,0,0.9907985,10,1,0.102,1,8,2,16,8,2,52.20074
13,0,28,0,0,0,0.9914986,5,1,0.09500001,1,8,2,16,8,2,52.20074
1,0,28,1,1,0,4.795849,5,5.791988,4.430861,3,8,2,16,8,2,52.36074
2,0,28,1,1,0,5.533092,5,6,4.430861,3,8,2,16,8,2,52.36074
3,0,28,0,0,0,1.35309,5,5.286688,4.430861,3,8,2,16,8,2,52.36074
6,1,28,1,0,0,3.298898,10,5.21681,4.430861,1,8,2,16,8,2,52.36074
7,0,28,0,0,0,0.7763629,5,1,2.24602,3,8,2,16,8,2,52.36074
8,0,28,0,0,0,2.087137,5,2.394273,2.142027,2,8,2,16,8,2,52.36074
9,0,28,0,0,0,0.8685782,5,1,1.324006,1,8,2,16,8,2,52.36074
11,0,28,0,0,0,0.9763961,5,1,0.2460003,1,8,2,16,8,2,52.36074
12,1,28,0,0,0,0.9906985,10,1,0.103,1,8,2,16,8,2,52.36074
13,0,28,0,0,0,0.9913986,5,1,0.09600002,1,8,2,16,8,2,52.36074
1,0,28,1,1,0,4.795749,5,5.791988,4.431861,3,8,2,16,8,2,52.52074
2,0,28,1,1,0,5.532992,5,6,4.431861,3,8,2,16,8,2,52.52074
3,0,28,0,0,0,1.35299,5,5.286688,4.431861,3,8,2,16,8,2,52.52074
6,1,28,1,0,0,3.298798,10,5.21681,4.431861,1,8,2,16,8,2,52.52074
7,0,28,0,0,0,0.7762629,5,1,2.24702,3,8,2,16,8,2,52.52074
8,0,28,0,0,0,2.087037,5,2.394273,2.143027,2,8,2,16,8,2,52.52074
9,0,28,0,0,0,0.8684782,5,1,1.325006,1,8,2,16,8,2,52.52074
11,0,28,0,0,0,0.9762961,5,1,0.2470003,1,8,2,16,8,2,52.52074
12,1,28,0,0,0,0.9905984,10,1,0.104,1,8,2,16,8,2,52.52074
13,0,28,0,0,0,0.9912986,5,1,0.09700002,1,8,2,16,8,2,52.52074
1,0,28,1,1,0,4.795649,5,5.791988,4.432861,3,8,2,16,8,2,52.68075
2,0,28,1,1,0,5.532892,5,6,4.432861,3,8,2,16,8,2,52.68075
3,0,28,0,0,0,1.35289,5,5.286688,4.432861,3,8,2,16,8,2,52.68075
6,1,28,1,0,0,3.298698,10,5.21681,4.432861,1,8,2,16,8,2,52.68075
7,0,28,0,0,0,0.7761629,5,1,2.248019,3,8,2,16,8,2,52.68075
8,0,28,0,0,0,2.086937,5,2.394273,2.144027,2,8,2,16,8,2,52.68075
9,0,28,0,0,0,0.8683782,5,1,1.326006,1,8,2,16,8,2,52.68075
11,0,28,0,0,0,0.9761961,5,1,0.2480003,1,8,2,16,8,2,52.68075
12,1,28,0,0,0,0.9904984,10,1,0.105,1,8,2,16,8,2,52.68075
13,0,28,0,0,0,0.9911985,5,1,0.09800002,1,8,2,16,8,2,52.68075
1,0,28,1,1,0,4.795549,5,5.791988,4.433861,3,8,2,16,8,2,52.84074
2,0,28,1,1,0,5.532792,5,6,4.433861,3,8,2,16,8,2,52.84074
3,0,28,0,0,0,1.35279,5,5.286688,4.433861,3,8,2,16,8,2,52.84074
6,1,28,1,0,0,3.298598,10,5.21681,4.433861,1,8,2,16,8,2,52.84074
7,0,28,0,0,0,0.7760628,5,1,2.249019,3,8,2,16,8,2,52.84074
8,0,28,0,0,0,2.086837,5,2.394273,2.145027,2,8,2,16,8,2,52.84074
9,0,28,0,0,0,0.8682781,5,1,1.327006,1,8,2,16,8,2,52.84074
11,0,28,0,0,0,0.976096,5,1,0.2490003,1,8,2,16,8,2,52.84074
12,1,28,0,0,0,0.9903984,10,1,0.106,1,8,2,16,8,2,52.84074
13,0,28,0,0,0,0.9910985,5,1,0.09900002,1,8,2,16,8,2,52.84074
1,0,28,1,1,0,4.795449,5,5.791988,4.434861,3,8,2,16,8,2,53.00075
2,0,28,1,1,0,5.532692,5,6,4.434861,3,8,2,16,8,2,53.00075
3,0,28,0,0,0,1.35269,5,5.286688,4.434861,3,8,2,16,8,2,53.00075
6,1,28,1,0,0,3.298498,10,5.21681,4.434861,1,8,2,16,8,2,53.00075
7,0,28,0,0,0,0.7759628,5,1,2.250019,3,8,2,16,8,2,53.00075
8,0,28,0,0,0,2.086737,5,2.394273,2.146027,2,8,2,16,8,2,53.00075
9,0,28,0,0,0,0.8681781,5,1,1.328006,1,8,2,16,8,2,53.00075
11,0,28,0,0,0,0.975996,5,1,0.2500003,1,8,2,16,8,2,53.00075
12,1,28,0,0,0,0.9902984,10,1,0.107,1,8,2,16,8,2,53.00075
13,0,28,0,0,0,0.9909985,5,1,0.1,1,8,2,16,8,2,53.00075
1,0,28,1,1,0,4.795349,5,5.791988,4.435861,3,8,2,16,8,2,53.16074
2,0,28,1,1,0,5.532592,5,6,4.435861,3,8,2,16,8,2,53.16074
3,0,28,0,0,0,1.352589,5,5.286688,4.435861,3,8,2,16,8,2,53.16074
6,1,28,1,0,0,3.298398,10,5.21681,4.435861,1,8,2,16,8,2,53.16074
7,0,28,0,0,0,0.7758628,5,1,2.251019,3,8,2,16,8,2,53.16074
8,0,28,0,0,0,2.086637,5,2.394273,2.147027,2,8,2,16,8,2,53.16074
9,0,28,0,0,0,0.8680781,5,1,1.329006,1,8,2,16,8,2,53.16074
11,0,28,0,0,0,0.975896,5,1,0.2510003,1,8,2,16,8,2,53.16074
12,1,28,0,0,0,0.9901984,10,1,0.108,1,8,2,16,8,2,53.16074
13,0,28,0,0,0,0.9908985,5,1,0.101,1,8,2,16,8,2,53.16074
1,0,28,1,1,0,4.795249,5,5.791988,4.436861,3,8,2,16,8,2,53.32075
2,0,28,1,1,0,5.532492,5,6,4.436861,3,8,2,16,8,2,53.32075
3,0,28,0,0,0,1.352489,5,5.286688,4.436861,3,8,2,16,8,2,53.32075
6,1,28,1,0,0,3.298298,10,5.21681,4.436861,1,8,2,16,8,2,53.32075
7,0,28,0,0,0,0.7757628,5,1,2.252019,3,8,2,16,8,2,53.32075
8,0,28,0,0,0,2.086538,5,2.394273,2.148027,2,8,2,16,8,2,53.32075
9,0,28,0,0,0,0.8679781,5,1,1.330006,1,8,2,16,8,2,53.32075
11,0,28,0,0,0,0.975796,5,1,0.2520003,1,8,2,16,8,2,53.32075
12,1,28,0,0,0,0.9900984,10,1,0.109,1,8,2,16,8,2,53.32075
13,0,28,0,0,0,0.9907985,5,1,0.102,1,8,2,16,8,2,53.32075
1,0,28,1,1,0,4.795148,5,5.791988,4.437861,3,8,2,16,8,2,53.48074
2,0,28,1,1,0,5.532392,5,6,4.437861,3,8,2,16,8,2,53.48074
3,0,28,0,0,0,1.352389,5,5.286688,4.437861,3,8,2,16,8,2,53.48074
6,1,28,1,0,0,3.298198,10,5.21681,4.437861,1,8,2,16,8,2,53.48074
7,0,28,0,0,0,0.7756628,5,1,2.253019,3,8,2,16,8,2,53.48074
8,0,28,0,0,0,2.086438,5,2.394273,2.149027,2,8,2,16,8,2,53.48074
9,0,28,0,0,0,0.8678781,5,1,1.331006,1,8,2,16,8,2,53.48074
11,0,28,0,0,0,0.975696,5,1,0.2530003,1,8,2,16,8,2,53.48074
12,1,28,0,0,0,0.9899983,10,1,0.11,1,8,2,16,8,2,53.48074
13,0,28,0,0,0,0.9906985,5,1,0.103,1,8,2,16,8,2,53.48074
1,0,28,1,1,0,4.795048,5,5.791988,4.438861,3,8,2,16,8,2,53.64074
2,0,28,1,1,0,5.532291,5,6,4.438861,3,8,2,16,8,2,53.64074
3,0,28,0,0,0,1.352289,5,5.286688,4.438861,3,8,2,16,8,2,53.64074
6,1,28,1,0,0,3.298099,10,5.21681,4.438861,1,8,2,16,8,2,53.64074
7,0,28,0,0,0,0.7755628,5,1,2.254019,3,8,2,16,8,2,53.64074
8,0,28,0,0,0,2.086338,5,2.394273,2.150027,2,8,2,16,8,2,53.64074
9,0,28,0,0,0,0.8677781,5,1,1.332006,1,8,2,16,8,2,53.64074
11,0,28,0,0,0,0.975596,5,1,0.2540003,1,8,2,16,8,2,53.64074
12,1,28,0,0,0,0.9898983,10,1,0.111,1,8,2,16,8,2,53.64074
13,0,28,0,0,0,0.9905984,5,1,0.104,1,8,2,16,8,2,53.64074
1,0,28,1,1,0,4.794948,5,5.791988,4.439861,3,8,2,16,8,2,53.80075
2,0,28,1,1,0,5.532191,5,6,4.439861,3,8,2,16,8,2,53.80075
3,0,28,0,0,0,1.352189,5,5.286688,4.439861,3,8,2,16,8,2,53.80075
6,1,28,1,0,0,3.297999,10,5.21681,4.439861,1,8,2,16,8,2,53.80075
7,0,28,0,0,0,0.7754627,5,1,2.255019,3,8,2,16,8,2,53.80075
8,0,28,0,0,0,2.086238,5,2.394273,2.151026,2,8,2,16,8,2,53.80075
9,0,28,0,0,0,0.867678,5,1,1.333006,1,8,2,16,8,2,53.80075
11,0,28,0,0,0,0.9754959,5,1,0.2550003,1,8,2,16,8,2,53.80075
12,1,28,0,0,0,0.9897983,10,1,0.112,1,8,2,16,8,2,53.80075
13,0,28,0,0,0,0.9904984,5,1,0.105,1,8,2,16,8,2,53.80075
1,0,28,1,1,0,4.794848,5,5.791988,4.440861,3,8,2,16,8,2,53.96074
2,0,28,1,1,0,5.532091,5,6,4.440861,3,8,2,16,8,2,53.96074
3,0,28,0,0,0,1.352089,5,5.286688,4.440861,3,8,2,16,8,2,53.96074
6,1,28,1,0,0,3.297899,10,5.21681,4.440861,1,8,2,16,8,2,53.96074
7,0,28,0,0,0,0.7753627,5,1,2.256019,3,8,2,16,8,2,53.96074
8,0,28,0,0,0,2.086138,5,2.394273,2.152026,2,8,2,16,8,2,53.96074
9,0,28,0,0,0,0.867578,5,1,1.334006,1,8,2,16,8,2,53.96074
11,0,28,0,0,0,0.9753959,5,1,0.2560003,1,8,2,16,8,2,53.96074
12,1,28,0,0,0,0.9896983,10,1,0.1130001,1,8,2,16,8,2,53.96074
13,0,28,0,0,0,0.9903984,5,1,0.106,1,8,2,16,8,2,53.96074
1,0,28,1,1,0,4.794748,5,5.791988,4.441861,3,8,2,16,8,2,54.12075
2,0,28,1,1,0,5.531991,5,6,4.441861,3,8,2,16,8,2,54.12075
3,0,28,0,0,0,1.351989,5,5.286688,4.441861,3,8,2,16,8,2,54.12075
6,1,28,1,0,0,3.297799,10,5.21681,4.441861,1,8,2,16,8,2,54.12075
7,0,28,0,0,0,0.7752627,5,1,2.257019,3,8,2,16,8,2,54.12075
8,0,28,0,0,0,2.086038,5,2.394273,2.153026,2,8,2,16,8,2,54.12075
9,0,28,0,0,0,0.867478,5,1,1.335006,1,8,2,16,8,2,54.12075
11,0,28,0,0,0,0.9752959,5,1,0.2570002,1,8,2,16,8,2,54.12075
12,1,28,0,0,0,0.9895983,10,1,0.1140001,1,8,2,16,8,2,54.12075
13,0,28,0,0,0,0.9902984,5,1,0.107,1,8,2,16,8,2,54.12075
1,0,28,1,1,0,4.794648,5,5.791988,4.442861,3,8,2,16,8,2,54.28074
2,0,28,1,1,0,5.531891,5,6,4.442861,3,8,2,16,8,2,54.28074
3,0,28,0,0,0,1.351889,5,5.286688,4.442861,3,8,2,16,8,2,54.28074
6,1,28,1,0,0,3.297699,10,5.21681,4.442861,1,8,2,16,8,2,54.28074
7,0,28,0,0,0,0.7751627,5,1,2.258019,3,8,2,16,8,2,54.28074
8,0,28,0,0,0,2.085938,5,2.394273,2.154026,2,8,2,16,8,2,54.28074
9,0,28,0,0,0,0.867378,5,1,1.336006,1,8,2,16,8,2,54.28074
11,0,28,0,0,0,0.9751959,5,1,0.2580002,1,8,2,16,8,2,54.28074
12,1,28,0,0,0,0.9894983,10,1,0.1150001,1,8,2,16,8,2,54.28074
13,0,28,0,0,0,0.9901984,5,1,0.108,1,8,2,16,8,2,54.28074
1,0,28,1,1,0,4.794548,5,5.791988,4.443861,3,8,2,16,8,2,54.44075
2,0,28,1,1,0,5.531791,5,6,4.443861,3,8,2,16,8,2,54.44075
3,0,28,0,0,0,1.351789,5,5.286688,4.443861,3,8,2,16,8,2,54.44075
6,1,28,1,0,0,3.297599,10,5.21681,4.443861,1,8,2,16,8,2,54.44075
7,0,28,0,0,0,0.7750627,5,1,2.259019,3,8,2,16,8,2,54.44075
8,0,28,0,0,0,2.085838,5,2.394273,2.155026,2,8,2,16,8,2,54.44075
9,0,28,0,0,0,0.867278,5,1,1.337006,1,8,2,16,8,2,54.44075
11,0,28,0,0,0,0.9750959,5,1,0.2590002,1,8,2,16,8,2,54.44075
12,1,28,0,0,0,0.9893982,10,1,0.1160001,1,8,2,16,8,2,54.44075
13,0,28,0,0,0,0.9900984,5,1,0.109,1,8,2,16,8,2,54.44075
1,0,28,1,1,0,4.794447,5,5.791988,4.44486,3,8,2,16,8,2,54.60074
2,0,28,1,1,0,5.531691,5,6,4.44486,3,8,2,16,8,2,54.60074
3,0,28,0,0,0,1.351689,5,5.286688,4.44486,3,8,2,16,8,2,54.60074
6,1,28,1,0,0,3.297499,10,5.21681,4.44486,1,8,2,16,8,2,54.60074
7,0,28,0,0,0,0.7749627,5,1,2.260019,3,8,2,16,8,2,54.60074
8,0,28,0,0,0,2.085738,5,2.394273,2.156026,2,8,2,16,8,2,54.60074
9,0,28,0,0,0,0.867178,5,1,1.338006,1,8,2,16,8,2,54.60074
11,0,28,0,0,0,0.9749959,5,1,0.2600002,1,8,2,16,8,2,54.60074
12,1,28,0,0,0,0.9892982,10,1,0.1170001,1,8,2,16,8,2,54.60074
13,0,28,0,0,0,0.9899983,5,1,0.11,1,8,2,16,8,2,54.60074
1,0,28,1,1,0,4.794347,5,5.791988,4.44586,3,8,2,16,8,2,54.76076
2,0,28,1,1,0,5.53159,5,6,4.44586,3,8,2,16,8,2,54.76076
3,0,28,0,0,0,1.351589,5,5.286688,4.44586,3,8,2,16,8,2,54.76076
6,1,28,1,0,0,3.297399,10,5.21681,4.44586,1,8,2,16,8,2,54.76076
7,0,28,0,0,0,0.7748626,5,1,2.261019,3,8,2,16,8,2,54.76076
8,0,28,0,0,0,2.085639,5,2.394273,2.157026,2,8,2,16,8,2,54.76076
9,0,28,0,0,0,0.8670779,5,1,1.339007,1,8,2,16,8,2,54.76076
11,0,28,0,0,0,0.9748958,5,1,0.2610002,1,8,2,16,8,2,54.76076
12,1,28,0,0,0,0.9891982,10,1,0.1180001,1,8,2,16,8,2,54.76076
13,0,28,0,0,0,0.9898983,5,1,0.111,1,8,2,16,8,2,54.76076
1,0,28,1,1,0,4.794247,5,5.791988,4.44686,3,8,2,16,8,2,54.92075
2,0,28,1,1,0,5.53149,5,6,4.44686,3,8,2,16,8,2,54.92075
3,0,28,0,0,0,1.351489,5,5.286688,4.44686,3,8,2,16,8,2,54.92075
6,1,28,1,0,0,3.297299,10,5.21681,4.44686,1,8,2,16,8,2,54.92075
7,0,28,0,0,0,0.7747626,5,1,2.262018,3,8,2,16,8,2,54.92075
8,0,28,0,0,0,2.085539,5,2.394273,2.158026,2,8,2,16,8,2,54.92075
9,0,28,0,0,0,0.8669779,5,1,1.340007,1,8,2,16,8,2,54.92075
11,0,28,0,0,0,0.9747958,5,1,0.2620002,1,8,2,16,8,2,54.92075
12,1,28,0,0,0,0.9890982,10,1,0.1190001,1,8,2,16,8,2,54.92075
13,0,28,0,0,0,0.9897983,5,1,0.112,1,8,2,16,8,2,54.92075
1,0,28,1,1,0,4.794147,5,5.791988,4.44786,3,8,2,16,8,2,55.08074
2,0,28,1,1,0,5.53139,5,6,4.44786,3,8,2,16,8,2,55.08074
3,0,28,0,0,0,1.351389,5,5.286688,4.44786,3,8,2,16,8,2,55.08074
6,1,28,1,0,0,3.297199,10,5.21681,4.44786,1,8,2,16,8,2,55.08074
7,0,28,0,0,0,0.7746626,5,1,2.263018,3,8,2,16,8,2,55.08074
8,0,28,0,0,0,2.085439,5,2.394273,2.159026,2,8,2,16,8,2,55.08074
9,0,28,0,0,0,0.8668779,5,1,1.341007,1,8,2,16,8,2,55.08074
11,0,28,0,0,0,0.9746958,5,1,0.2630002,1,8,2,16,8,2,55.08074
12,1,28,0,0,0,0.9889982,10,1,0.1200001,1,8,2,16,8,2,55.08074
13,0,28,0,0,0,0.9896983,5,1,0.1130001,1,8,2,16,8,2,55.08074
1,0,28,1,1,0,4.794047,5,5.791988,4.44886,3,8,2,16,8,2,55.24075
2,0,28,1,1,0,5.53129,5,6,4.44886,3,8,2,16,8,2,55.24075
3,0,28,0,0,0,1.351289,5,5.286688,4.44886,3,8,2,16,8,2,55.24075
6,1,28,1,0,0,3.2971,10,5.21681,4.44886,1,8,2,16,8,2,55.24075
7,0,28,0,0,0,0.7745626,5,1,2.264018,3,8,2,16,8,2,55.24075
8,0,28,0,0,0,2.085339,5,2.394273,2.160026,2,8,2,16,8,2,55.24075
9,0,28,0,0,0,0.8667779,5,1,1.342007,1,8,2,16,8,2,55.24075
11,0,28,0,0,0,0.9745958,5,1,0.2640001,1,8,2,16,8,2,55.24075
12,1,28,0,0,0,0.9888982,10,1,0.1210001,1,8,2,16,8,2,55.24075
13,0,28,0,0,0,0.9895983,5,1,0.1140001,1,8,2,16,8,2,55.24075
1,0,28,1,1,0,4.793947,5,5.791988,4.44986,3,8,2,16,8,2,55.40074
2,0,28,1,1,0,5.53119,5,6,4.44986,3,8,2,16,8,2,55.40074
3,0,28,0,0,0,1.351189,5,5.286688,4.44986,3,8,2,16,8,2,55.40074
6,1,28,1,0,0,3.297,10,5.21681,4.44986,1,8,2,16,8,2,55.40074
7,0,28,0,0,0,0.7744626,5,1,2.265018,3,8,2,16,8,2,55.40074
8,0,28,0,0,0,2.085239,5,2.394273,2.161026,2,8,2,16,8,2,55.40074
9,0,28,0,0,0,0.8666779,5,1,1.343007,1,8,2,16,8,2,55.40074
11,0,28,0,0,0,0.9744958,5,1,0.2650001,1,8,2,16,8,2,55.40074
12,1,28,0,0,0,0.9887981,10,1,0.1220001,1,8,2,16,8,2,55.40074
13,0,28,0,0,0,0.9894983,5,1,0.1150001,1,8,2,16,8,2,55.40074
1,0,28,1,1,0,4.793847,5,5.791988,4.45086,3,8,2,16,8,2,55.56075
2,0,28,1,1,0,5.53109,5,6,4.45086,3,8,2,16,8,2,55.56075
3,0,28,0,0,0,1.351089,5,5.286688,4.45086,3,8,2,16,8,2,55.56075
6,1,28,1,0,0,3.2969,10,5.21681,4.45086,1,8,2,16,8,2,55.56075
7,0,28,0,0,0,0.7743626,5,1,2.266018,3,8,2,16,8,2,55.56075
8,0,28,0,0,0,2.085139,5,2.394273,2.162026,2,8,2,16,8,2,55.56075
9,0,28,0,0,0,0.8665779,5,1,1.344007,1,8,2,16,8,2,55.56075
11,0,28,0,0,0,0.9743958,5,1,0.2660001,1,8,2,16,8,2,55.56075
12,1,28,0,0,0,0.9886981,10,1,0.1230001,1,8,2,16,8,2,55.56075
13,0,28,0,0,0,0.9893982,5,1,0.1160001,1,8,2,16,8,2,55.56075
1,0,28,1,1,0,4.793746,5,5.791988,4.45186,3,8,2,16,8,2,55.72074
2,0,28,1,1,0,5.53099,5,6,4.45186,3,8,2,16,8,2,55.72074
3,0,28,0,0,0,1.350989,5,5.286688,4.45186,3,8,2,16,8,2,55.72074
6,1,28,1,0,0,3.2968,10,5.21681,4.45186,1,8,2,16,8,2,55.72074
